sample_idx,fake_cls,label,prediction,correct,dominant_token,attn_img,attn_txt,attn_cross,attn_diff,attn_scalars,aitr_prob,clip_prob,ateeq_score,deberta_score
454,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.8686,0.9756,0.0799,0.5
455,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.92,0.9505,0.5487,0.0006
456,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.9033,0.9297,0.3641,0.5
457,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1637,0.1617,0.1826,0.5003,0.142,0.2506,0.5
458,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1831,0.837,0.3173,0.717,0.5
459,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1823,0.3616,0.0745,0.0661,0.0165
460,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1637,0.1618,0.1828,0.9198,0.9993,0.3641,0.0344
461,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9091,0.964,0.4163,0.0078
462,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.6178,0.0142,0.599,0.001
463,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8876,0.9998,0.1236,0.0006
464,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1832,0.8177,0.0999,0.9837,0.0151
465,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.871,0.9,0.1757,0.148
466,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.7314,0.3371,0.4375,0.5
467,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.7432,0.3451,0.4692,0.0001
468,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8075,0.812,0.0258,0.0026
469,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6172,0.0551,0.5546,0.0002
470,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.7047,0.0941,0.7192,0.0005
471,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.5328,0.2245,0.2113,0.0019
472,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9291,1.0,0.4035,0.0003
473,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4043,0.0311,0.2395,0.0207
474,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.8588,0.6824,0.4065,0.0201
475,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9428,0.8917,1.0,0.0001
476,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1832,0.7714,0.0001,0.9964,0.5
477,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.8347,0.202,0.9415,0.0001
478,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.77,0.001,0.9537,0.5
479,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9383,0.7922,0.9999,0.009
480,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1831,0.9478,0.9977,0.9084,0.0005
481,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1832,0.8974,0.4166,0.9999,0.0089
482,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7962,0.0122,0.9733,0.5
483,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.183,0.6994,0.0078,0.7602,0.0032
484,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1833,0.9284,0.727,0.9685,0.5
485,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9482,0.9981,0.8765,0.0347
486,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1618,0.1831,0.7856,0.005,0.9972,0.0018
487,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1832,0.945,0.9487,0.9233,0.0035
488,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1832,0.8973,0.443,0.9963,0.0047
489,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1832,0.8842,0.3708,0.9396,0.0044
490,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7912,0.0255,0.9946,0.5
491,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9474,0.9212,1.0,0.0008
492,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9381,0.8155,0.9582,0.5
493,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1618,0.1832,0.9442,0.9615,0.9634,0.0037
494,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1832,0.8477,0.1978,0.9607,0.5
495,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.8046,0.0584,0.9747,0.5
496,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.8503,0.1687,0.9957,0.0024
497,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.7508,0.0006,0.9239,0.5
498,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.8111,0.0445,0.9965,0.0001
499,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.8773,0.331,0.9918,0.5
500,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.8336,0.4083,0.6305,0.5
501,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.3777,0.0262,0.1903,0.5
502,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1636,0.1617,0.1828,0.915,0.9998,0.3552,0.5
503,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9111,0.9754,0.3971,0.5
504,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.5004,0.025,0.3936,0.5
505,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1637,0.1617,0.1828,0.9185,0.9965,0.3721,0.5
506,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.5436,0.0116,0.4804,0.0036
507,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9328,0.9357,0.6894,0.5
508,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6793,0.0164,0.6803,0.5
509,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.841,0.8554,0.0965,0.1227
510,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.5359,0.2926,0.1284,0.5
511,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4035,0.0401,0.2063,0.5
512,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.948,0.9999,0.8021,0.0228
513,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1637,0.1618,0.1827,0.913,0.9991,0.3313,0.5
514,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.3885,0.0368,0.1923,0.0719
515,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.5642,0.2052,0.2699,0.3868
516,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1827,0.4946,0.005,0.4058,0.0015
517,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1823,0.3512,0.1008,0.0462,0.5
518,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.5857,0.2812,0.2189,0.004
519,textual_veracity_distortion,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1822,0.3482,0.079,0.0236,0.5
520,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.313,0.0006,0.0975,0.0001
521,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.6714,0.5146,0.0562,0.0003
522,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8578,0.8485,0.185,0.5
523,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.8046,0.5496,0.3927,0.5
524,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.851,0.9511,0.0197,0.5
525,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.6316,0.0041,0.634,0.5
526,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1637,0.1618,0.1826,0.8012,0.6543,0.1662,0.5
527,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9147,0.9985,0.4178,0.5
528,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1616,0.1637,0.1618,0.1827,0.4707,0.0023,0.3918,0.5
529,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1636,0.1619,0.1827,0.4353,0.0,0.3582,0.5
530,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1637,0.1618,0.1825,0.4212,0.0636,0.208,0.5
531,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1831,0.9431,0.9977,0.7966,0.5
532,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.3664,0.0004,0.21,0.5
533,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.5391,0.1419,0.2755,0.5
534,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1637,0.1617,0.1825,0.769,0.6642,0.0812,0.5
535,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.7788,0.7639,0.0186,0.5
536,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3671,0.0324,0.175,0.4966
537,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1824,0.3561,0.0041,0.1644,0.0007
538,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.3762,0.0,0.2438,0.5
539,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.8958,0.7549,0.5221,0.0083
540,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3438,0.0063,0.1582,0.0044
541,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1637,0.1618,0.1826,0.4184,0.017,0.2612,0.0851
542,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3986,0.0124,0.2334,0.0279
543,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1825,0.3616,0.0121,0.1859,0.5
544,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8551,0.9865,0.0359,0.0034
545,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9226,0.9975,0.4352,0.5
546,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.4623,0.0584,0.298,0.5
547,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.84,0.3683,0.6852,0.0021
548,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1827,0.4338,0.0161,0.311,0.5
549,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.3726,0.0011,0.2329,0.5
550,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1831,0.7775,0.0059,0.97,0.0329
551,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7749,0.0086,0.9903,0.0
552,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1832,0.942,0.8367,0.9998,0.0164
553,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9488,0.9852,0.9993,0.0032
554,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1832,0.9507,0.9919,0.9641,0.0196
555,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1833,0.8897,0.4035,0.9986,0.0001
556,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9488,0.9676,0.9998,0.0385
557,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1831,0.7897,0.0134,0.9954,0.5
558,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8095,0.0764,0.9705,0.0003
559,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1635,0.1617,0.1833,0.9367,0.8128,0.9972,0.0299
560,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7622,0.0047,0.9081,0.0014
561,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7858,0.0033,0.9941,0.5
562,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1832,0.8055,0.0551,0.9987,0.5
563,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7765,0.0003,0.9987,0.0254
564,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7881,0.0904,0.911,0.0012
565,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9508,0.9843,0.982,0.0013
566,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9241,0.6405,0.9993,0.0066
567,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1618,0.1831,0.9516,0.9977,0.9773,0.0051
568,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7565,0.0124,0.8918,0.5
569,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7371,0.0001,0.9101,0.5
570,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7536,0.0308,0.8678,0.5
571,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7612,0.0017,0.9394,0.5
572,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7412,0.0,0.9397,0.5
573,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.775,0.0002,0.9999,0.0651
574,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6694,0.0001,0.739,0.0019
575,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7526,0.0,0.9383,0.5
576,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7032,0.0,0.8373,0.0772
577,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1831,0.7258,0.0,0.8926,0.5
578,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7426,0.0001,0.9277,0.5
579,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7661,0.0003,0.9763,0.5448
580,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9038,0.4831,0.9729,0.0019
581,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7671,0.0001,0.9593,0.0023
582,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.7078,0.0,0.8651,0.5842
583,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.784,0.0057,0.9808,0.5
584,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7774,0.0126,0.9878,0.0029
585,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7618,0.0001,0.9709,0.5
586,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7377,0.0,0.9336,0.5
587,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9409,0.9981,0.7677,0.0006
588,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7545,0.0012,0.902,0.5
589,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7896,0.0004,0.9843,0.5
590,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9077,0.4915,0.9978,0.5
591,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.686,0.002,0.7555,0.5
592,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1636,0.1619,0.1828,0.5385,0.0022,0.4834,0.5
593,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1618,0.1831,0.7122,0.0,0.8669,0.5
594,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7724,0.0005,0.97,0.5
595,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7177,0.0,0.8522,0.8485
596,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7764,0.0055,0.9845,0.5
597,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7115,0.0004,0.776,0.5
598,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7294,0.0001,0.8655,0.5
599,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7027,0.001,0.7958,0.5
600,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.7586,0.0033,0.8991,0.5
601,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.6312,0.1376,0.427,0.5
602,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.9245,0.7567,0.76,0.0057
603,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7606,0.0085,0.8923,0.0061
604,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1831,0.8788,0.3996,0.8108,0.0066
605,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.8182,0.2066,0.7775,0.5
606,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7269,0.0095,0.8011,0.5
607,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.183,0.8638,0.5823,0.5376,0.0002
608,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9009,0.4189,0.9981,0.5
609,visual_veracity_distortion,1,1,1,scalars,0.1639,0.1616,0.1635,0.1617,0.183,0.785,0.0041,0.965,0.5
610,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7973,0.0206,0.967,0.9512
611,visual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.5992,0.0427,0.4983,0.5
612,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7552,0.0049,0.9311,0.5
613,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7466,0.0098,0.8432,0.0014
614,visual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.4813,0.0003,0.424,0.5
615,visual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.5939,0.0101,0.5645,0.5
616,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8387,0.1286,0.9838,0.5
617,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.6295,0.0117,0.5971,0.5
618,visual_veracity_distortion,1,0,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.4811,0.0,0.4119,0.5
619,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1832,0.9054,0.5754,0.8443,0.0002
620,visual_veracity_distortion,1,0,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.5897,0.0322,0.5048,0.5
621,visual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.5968,0.0088,0.5471,0.5
622,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1832,0.9496,0.982,0.9814,0.0288
623,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1832,0.8963,0.4641,0.9225,0.0061
624,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.8963,0.7864,0.4603,0.5
625,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1832,0.9191,0.6545,0.8591,0.0017
626,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.8671,0.2571,0.9565,0.0044
627,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.8998,0.8067,0.4242,0.0019
628,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9371,0.7764,0.9417,0.0069
629,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1616,0.1832,0.9192,0.5538,0.984,0.5
630,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1618,0.183,0.756,0.0144,0.864,0.5
631,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.8441,0.2501,0.8753,0.0066
632,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9343,0.9336,0.692,0.1434
633,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9411,0.8479,0.9445,0.1427
634,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.183,0.7278,0.0273,0.8017,0.5
635,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1635,0.1616,0.1831,0.7858,0.009,0.9736,0.0012
636,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.8997,0.6673,0.616,0.5
637,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1616,0.1832,0.8912,0.3631,0.9863,0.0239
638,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6892,0.0252,0.696,0.5
639,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1831,0.7752,0.0021,0.9764,0.5
640,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7809,0.0011,0.9955,0.5
641,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1618,0.1637,0.1617,0.1826,0.7257,0.5057,0.1964,0.5
642,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9259,0.7923,0.7796,0.5
643,visual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.7356,0.5449,0.1323,0.5
644,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7707,0.0,0.9996,0.0002
645,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.6656,0.0013,0.7178,0.5
646,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.9309,0.915,0.6589,0.5
647,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.8933,0.5264,0.7866,0.5
648,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.183,0.9231,0.8576,0.6405,0.0006
649,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9134,0.6063,0.8999,0.5
650,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.7736,0.0024,0.9773,0.0006
651,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7607,0.0009,0.9323,0.5
652,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.8195,0.111,0.9658,0.9867
653,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1832,0.9248,0.6795,1.0,0.0102
654,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7702,0.0079,0.9382,0.0164
655,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7211,0.0147,0.7913,0.5
656,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1832,0.8891,0.4182,0.9525,0.2464
657,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1616,0.1832,0.8584,0.2507,0.9549,0.5
658,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.786,0.0173,0.9852,0.5
659,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7567,0.0003,0.9326,0.5
660,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.8057,0.0497,0.9991,0.0036
