sample_idx,label,binary_label,prediction,correct,dominant_token,attn_img,attn_txt,attn_cross,attn_diff,attn_scalars,aitr_prob
596,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1853,0.0967
597,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0533
598,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.043
599,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0839
600,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.047
601,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0406
602,out-of-context,1,0,0,scalars,0.1636,0.1607,0.1636,0.161,0.1852,0.0717
603,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0492
604,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0566
605,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0482
606,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.053
607,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0453
608,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0626
609,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0593
610,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.185,0.0433
611,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0494
612,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0489
613,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.087
614,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0558
615,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0409
616,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.1609,0.1849,0.039
617,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0715
618,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0442
619,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0446
620,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0544
621,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0553
622,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0476
623,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0548
624,true,0,0,1,scalars,0.1635,0.1608,0.1637,0.1609,0.185,0.0401
625,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1637,0.1609,0.1849,0.0372
626,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0652
627,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0399
628,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.1609,0.1848,0.0368
629,out-of-context,1,1,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.1246
630,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0626
631,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0595
632,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0571
633,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0463
634,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0489
635,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0471
636,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0626
637,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0533
638,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.048
639,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0598
640,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0821
641,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.1609,0.1849,0.0372
642,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0391
643,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.052
644,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0439
645,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0404
646,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0598
647,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0512
648,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0446
649,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0621
650,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0417
651,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0402
652,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0497
653,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0439
654,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0767
655,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0427
656,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0423
657,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0663
658,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0448
659,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0445
660,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0555
661,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0511
662,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0538
663,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0711
664,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0484
665,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0562
666,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0591
667,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0532
668,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0485
669,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0807
670,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0454
671,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0484
672,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.161,0.1851,0.0578
673,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1609,0.185,0.0445
674,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.049
675,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0652
676,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0446
677,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0373
678,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0387
679,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0553
680,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.0434
681,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1637,0.1609,0.185,0.0432
682,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0778
683,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0504
684,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0483
685,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0601
686,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0438
687,miscaptioned,1,0,0,scalars,0.1635,0.161,0.1636,0.1608,0.1851,0.0446
688,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.083
689,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0642
690,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0629
691,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0535
692,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.1609,0.1849,0.04
693,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.0441
694,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0511
695,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0399
696,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.046
697,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0428
698,true,0,0,1,scalars,0.1636,0.161,0.1637,0.1609,0.1849,0.0386
699,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.075
700,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0544
701,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.161,0.1849,0.0393
702,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0423
703,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0518
704,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0396
705,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.046
706,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0408
707,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0538
708,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0503
709,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0472
710,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0491
711,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0542
712,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0742
713,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0507
714,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.05
715,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0655
716,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0483
717,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0609
718,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0556
719,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.041
720,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0615
721,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0559
722,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0457
723,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0403
724,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0399
725,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0593
726,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0655
727,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0623
728,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0502
729,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0487
730,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0477
731,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0437
732,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0433
733,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0582
734,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0413
735,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.161,0.1849,0.039
736,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0422
737,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.058
738,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0557
739,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0458
740,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0421
741,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0609
742,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0475
743,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0508
744,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.047
745,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0363
746,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1637,0.161,0.1849,0.0384
747,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.043
748,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0445
749,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.185,0.0432
750,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0931
751,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0388
752,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0424
753,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0408
754,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0493
755,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0531
756,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0715
757,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0444
758,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0448
759,out-of-context,1,1,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.1006
760,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0572
761,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0511
762,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0739
763,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1609,0.1848,0.038
764,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0395
765,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0514
766,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0495
767,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.0459
768,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0641
769,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.1609,0.1848,0.0367
770,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0381
771,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0615
772,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0624
773,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0635
774,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0816
775,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0634
776,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0613
777,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0524
778,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0425
779,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.046
780,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.045
781,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0768
782,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0758
783,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0769
784,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0478
785,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0588
786,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0535
787,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0469
788,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.049
789,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0649
790,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0473
791,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0736
792,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0595
793,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0464
794,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0475
795,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.056
796,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0416
797,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0442
798,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0446
799,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0472
800,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0545
801,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0529
802,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0494
803,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0447
804,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.053
805,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0579
806,out-of-context,1,1,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.1035
807,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0506
808,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1635,0.1609,0.1852,0.0812
809,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0656
810,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0418
811,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0398
812,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.0447
813,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0468
814,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0475
815,out-of-context,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0417
816,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0361
817,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0534
818,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0906
819,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0459
820,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0439
821,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0567
822,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.0456
823,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.0447
824,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.046
825,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.0441
826,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.047
827,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0458
828,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0446
829,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0495
830,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0846
831,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0405
832,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.161,0.1849,0.0386
833,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0461
834,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.0455
835,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0464
836,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0601
837,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0456
838,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.1849,0.042
839,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0529
840,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0526
841,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.049
842,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0489
843,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0423
844,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0501
845,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0636
846,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.04
847,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0627
848,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0679
849,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0443
850,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0427
851,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0492
852,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0428
853,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0546
854,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0718
855,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0434
856,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0497
857,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0454
858,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0365
859,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.161,0.1849,0.0372
860,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0426
861,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0638
862,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0604
863,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.054
864,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0408
865,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0597
866,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.161,0.1849,0.0375
867,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0385
868,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0554
869,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0442
870,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0422
871,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0483
872,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0425
873,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0408
874,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.049
875,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.185,0.0439
876,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1608,0.1852,0.0773
877,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0575
878,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0429
879,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0665
880,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0627
881,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0677
882,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0479
883,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0779
884,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0483
885,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0533
886,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0617
887,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0439
888,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0467
889,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0414
890,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0447
891,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0624
892,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0701
893,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1609,0.185,0.0397
894,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0486
895,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.048
